CATALOGUENUMBER	SPECIESSUMMARY
11009	Form_rufi
11035	Form_rufi
11037	Form_rufi
11065	Form_rufi
11194	Form_rufi
11445	Form_rufi
11477	Form_rufi
11700	Form_rufi
12210	Form_rufi
12216	Form_rufi
12228	Form_rufi
12516	Form_rufi
12542	Form_rufi
12656	Form_rufi
12665	Form_rufi
12878	Form_rufi
12957	Form_rufi
12997	Form_rufi
13111	Form_rufi
13118	Form_rufi
13151	Form_rufi
13153	Form_rufi
13165	Form_rufi
13247	Form_rufi
13289	Form_rufi
13324	Form_rufi
13388	Form_rufi
13473	Form_rufi
13518	Form_rufi
13587	Form_rufi
13662	Form_rufi
14272	Form_rufi
14522	Form_rufi
14597	Form_rufi
14786	Form_rufi
14988	Form_rufi
15250	Form_rufi
16011	Form_rufi
16078	Form_rufi
16182	Form_rufi
16615	Form_rufi
16660	Form_rufi
16675	Form_rufi
16735	Form_rufi
17022	Form_rufi
17325	Form_rufi
17833	Form_rufi
18001	Form_rufi
18054	Form_rufi
18115	Form_rufi
18147	Form_rufi
18213	Form_rufi
18374	Form_rufi
18474	Form_rufi
18484	Form_rufi
18707	Form_rufi
19668	Form_rufi
19831	Form_rufi
19850	Form_rufi
19989	Form_rufi
9990201	Form_rufi
9990677	Form_rufi
9990695	Form_rufi
9990914	Form_rufi
9991076	Form_rufi
9991112	Form_rufi
9991553	Form_rufi
9991698	Form_rufi
9991703	Form_rufi
9991835	Form_rufi
9992342	Form_rufi
9992692	Form_rufi
9993105	Form_rufi
10155B	Form_rufi
10283B	Form_rufi
10897B	Form_rufi
10963B	Form_rufi
11026B	Form_rufi
12082B	Form_rufi
12308B	Form_rufi
12474B	Form_rufi
12519B	Form_rufi
13745B	Form_rufi
14138B	Form_rufi
14428B	Form_rufi
14435B	Form_rufi
14567B	Form_rufi
15440B	Form_rufi
1582B	Form_rufi
16131B	Form_rufi
16760B	Form_rufi
17292D	Form_rufi
18025C	Form_rufi
18504B	Form_rufi
19657B	Form_rufi
20124B	Form_rufi
2712B	Form_rufi
3108B	Form_rufi
4223B	Form_rufi
4306B	Form_rufi
4756B	Form_rufi
5759B	Form_rufi
5921B	Form_rufi
5976E	Form_rufi
5994B	Form_rufi
6315B	Form_rufi
7508B	Form_rufi
7845B	Form_rufi
7876B	Form_rufi
7883D	Form_rufi
8084B	Form_rufi
8516B	Form_rufi
8650B	Form_rufi
8704B	Form_rufi
9684B	Form_rufi
9925B	Form_rufi
111	Form_sang
134	Form_sang
373	Form_sang
624	Form_sang
669	Form_sang
723	Form_sang
2037	Form_sang
2052	Form_sang
2084	Form_sang
2266	Form_sang
2436	Form_sang
2521	Form_sang
2542	Form_sang
2596	Form_sang
2777	Form_sang
2842	Form_sang
2867	Form_sang
3706	Form_sang
3848	Form_sang
3920	Form_sang
4717	Form_sang
4779	Form_sang
4858	Form_sang
4908	Form_sang
5286	Form_sang
5660	Form_sang
5682	Form_sang
5689	Form_sang
5723	Form_sang
5867	Form_sang
6473	Form_sang
6500	Form_sang
6586	Form_sang
7062	Form_sang
7551	Form_sang
7681	Form_sang
8695	Form_sang
9017	Form_sang
9217	Form_sang
9494	Form_sang
9729	Form_sang
9808	Form_sang
9937	Form_sang
10022	Form_sang
10305	Form_sang
10466	Form_sang
10506	Form_sang
10896	Form_sang
11622	Form_sang
11763	Form_sang
12243	Form_sang
12550	Form_sang
12629	Form_sang
12911	Form_sang
12999	Form_sang
13156	Form_sang
14550	Form_sang
15755	Form_sang
15759	Form_sang
15774	Form_sang
15785	Form_sang
16109	Form_sang
16449	Form_sang
16542	Form_sang
16670	Form_sang
16727	Form_sang
16774	Form_sang
16912	Form_sang
17034	Form_sang
17212	Form_sang
18004	Form_sang
18107	Form_sang
18120	Form_sang
18367	Form_sang
18440	Form_sang
18456	Form_sang
18506	Form_sang
19595	Form_sang
20070	Form_sang
20259	Form_sang
20774	Form_sang
9990265	Form_sang
9990323	Form_sang
9990766	Form_sang
10093B	Form_sang
16408B	Form_sang
8559B	Form_sang
12199	Form_sely
14737	Form_sely
21	Form_trun
9208	Form_trun
17294	Form_trun
18662	Form_trun
18702	Form_trun
18970	Form_trun
2056	Formx_niti
17194	Formx_niti
17216	Formx_niti
17312	Formx_niti
17347	Formx_niti
17349	Formx_niti
9991167	Formx_niti
9993295	Formx_niti
9991300B	Formx_niti
17170	Harp_subl
227	Lasi
1702	Lasi
3574	Lasi
6927	Lasi
12076	Lasi
12345	Lasi
13522	Lasi
14959	Lasi
15340	Lasi
15634	Lasi
15697	Lasi
16352	Lasi
16777	Lasi
16898	Lasi
13898C	Lasi
15238B	Lasi
17767B	Lasi
19986B	Lasi
8902B	Lasi
5742	Lasi brun
8485	Lasi Chtono
17044	Lasi Chtono
17387	Lasi Chtono
3771	Lasi jaune
8580	Lasi jaune
13250	Lasi jaune
16125	Lasi jaune
18536	Lasi jaune
20087	Lasi jaune
10008	Lasi_alie
9990311	Lasi_alie
518	Lasi_alie gr
1592	Lasi_alie gr
4106	Lasi_alie gr
16131	Lasi_alie gr
17126	Lasi_alie gr
17270	Lasi_alie gr
4214C	Lasi_alie gr
7739B	Lasi_alie gr
506	Lasi_brun
648	Lasi_brun
1013	Lasi_brun
1057	Lasi_brun
1984	Lasi_brun
2061	Lasi_brun
2097	Lasi_brun
2372	Lasi_brun
2472	Lasi_brun
2509	Lasi_brun
2692	Lasi_brun
2749	Lasi_brun
2896	Lasi_brun
3320	Lasi_brun
4487	Lasi_brun
5089	Lasi_brun
5403	Lasi_brun
5525	Lasi_brun
5536	Lasi_brun
5561	Lasi_brun
5615	Lasi_brun
5672	Lasi_brun
5673	Lasi_brun
5695	Lasi_brun
5717	Lasi_brun
6051	Lasi_brun
6206	Lasi_brun
6230	Lasi_brun
6336	Lasi_brun
6970	Lasi_brun
7282	Lasi_brun
7402	Lasi_brun
8384	Lasi_brun
8621	Lasi_brun
8925	Lasi_brun
9043	Lasi_brun
10046	Lasi_brun
10047	Lasi_brun
10064	Lasi_brun
10145	Lasi_brun
10174	Lasi_brun
10247	Lasi_brun
10522	Lasi_brun
10749	Lasi_brun
10893	Lasi_brun
10898	Lasi_brun
11213	Lasi_brun
12461	Lasi_brun
12650	Lasi_brun
12767	Lasi_brun
13054	Lasi_brun
13565	Lasi_brun
14798	Lasi_brun
14967	Lasi_brun
15143	Lasi_brun
15170	Lasi_brun
15275	Lasi_brun
15351	Lasi_brun
15531	Lasi_brun
16623	Lasi_brun
18061	Lasi_brun
18227	Lasi_brun
18661	Lasi_brun
18746	Lasi_brun
20723	Lasi_brun
9991121	Lasi_brun
9991492	Lasi_brun
9991638	Lasi_brun
9991941	Lasi_brun
10387B	Lasi_brun
13850B	Lasi_brun
15037B	Lasi_brun
17658B	Lasi_brun
18475B	Lasi_brun
18570E	Lasi_brun
19908B	Lasi_brun
2063B	Lasi_brun
4160B	Lasi_brun
4876B	Lasi_brun
506B	Lasi_brun
8857B	Lasi_brun
9249B	Lasi_brun
9883C	Lasi_brun
9990017B	Lasi_brun
53	Lasi_emar
59	Lasi_emar
82	Lasi_emar
91	Lasi_emar
100	Lasi_emar
114	Lasi_emar
166	Lasi_emar
171	Lasi_emar
248	Lasi_emar
294	Lasi_emar
301	Lasi_emar
357	Lasi_emar
380	Lasi_emar
407	Lasi_emar
411	Lasi_emar
484	Lasi_emar
522	Lasi_emar
538	Lasi_emar
547	Lasi_emar
554	Lasi_emar
599	Lasi_emar
605	Lasi_emar
621	Lasi_emar
656	Lasi_emar
675	Lasi_emar
699	Lasi_emar
732	Lasi_emar
741	Lasi_emar
781	Lasi_emar
787	Lasi_emar
795	Lasi_emar
812	Lasi_emar
889	Lasi_emar
940	Lasi_emar
1015	Lasi_emar
1095	Lasi_emar
1114	Lasi_emar
1139	Lasi_emar
1200	Lasi_emar
1240	Lasi_emar
1244	Lasi_emar
1294	Lasi_emar
1365	Lasi_emar
1375	Lasi_emar
1464	Lasi_emar
1496	Lasi_emar
1511	Lasi_emar
1528	Lasi_emar
1547	Lasi_emar
1562	Lasi_emar
1604	Lasi_emar
1629	Lasi_emar
1655	Lasi_emar
1770	Lasi_emar
1815	Lasi_emar
1824	Lasi_emar
1846	Lasi_emar
1969	Lasi_emar
1976	Lasi_emar
1977	Lasi_emar
1979	Lasi_emar
2033	Lasi_emar
2239	Lasi_emar
2246	Lasi_emar
2272	Lasi_emar
2280	Lasi_emar
2288	Lasi_emar
2324	Lasi_emar
2390	Lasi_emar
2395	Lasi_emar
2488	Lasi_emar
2580	Lasi_emar
2607	Lasi_emar
2619	Lasi_emar
2629	Lasi_emar
2638	Lasi_emar
2641	Lasi_emar
2666	Lasi_emar
2690	Lasi_emar
2724	Lasi_emar
2734	Lasi_emar
2739	Lasi_emar
2766	Lasi_emar
2772	Lasi_emar
2778	Lasi_emar
2852	Lasi_emar
2868	Lasi_emar
2965	Lasi_emar
2998	Lasi_emar
3213	Lasi_emar
3346	Lasi_emar
3375	Lasi_emar
3441	Lasi_emar
3577	Lasi_emar
3643	Lasi_emar
3648	Lasi_emar
3724	Lasi_emar
3763	Lasi_emar
3808	Lasi_emar
3813	Lasi_emar
3926	Lasi_emar
4012	Lasi_emar
4015	Lasi_emar
4063	Lasi_emar
4085	Lasi_emar
4087	Lasi_emar
4108	Lasi_emar
4119	Lasi_emar
4121	Lasi_emar
4125	Lasi_emar
4132	Lasi_emar
4160	Lasi_emar
4183	Lasi_emar
4192	Lasi_emar
4196	Lasi_emar
4197	Lasi_emar
4214	Lasi_emar
4215	Lasi_emar
4227	Lasi_emar
4229	Lasi_emar
4232	Lasi_emar
4249	Lasi_emar
4254	Lasi_emar
4255	Lasi_emar
4260	Lasi_emar
4264	Lasi_emar
4290	Lasi_emar
4313	Lasi_emar
4316	Lasi_emar
4328	Lasi_emar
4329	Lasi_emar
4334	Lasi_emar
4335	Lasi_emar
4343	Lasi_emar
4349	Lasi_emar
4354	Lasi_emar
4377	Lasi_emar
4396	Lasi_emar
4417	Lasi_emar
4424	Lasi_emar
4441	Lasi_emar
4448	Lasi_emar
4449	Lasi_emar
4466	Lasi_emar
4491	Lasi_emar
4494	Lasi_emar
4498	Lasi_emar
4525	Lasi_emar
4544	Lasi_emar
4560	Lasi_emar
4653	Lasi_emar
4654	Lasi_emar
4684	Lasi_emar
4724	Lasi_emar
4736	Lasi_emar
4775	Lasi_emar
4813	Lasi_emar
4881	Lasi_emar
4911	Lasi_emar
4914	Lasi_emar
4917	Lasi_emar
4937	Lasi_emar
4946	Lasi_emar
4976	Lasi_emar
5012	Lasi_emar
5019	Lasi_emar
5030	Lasi_emar
5263	Lasi_emar
5321	Lasi_emar
5372	Lasi_emar
5436	Lasi_emar
5471	Lasi_emar
5481	Lasi_emar
5551	Lasi_emar
5617	Lasi_emar
5696	Lasi_emar
5718	Lasi_emar
5774	Lasi_emar
5802	Lasi_emar
5816	Lasi_emar
5851	Lasi_emar
5876	Lasi_emar
5901	Lasi_emar
5905	Lasi_emar
5910	Lasi_emar
5911	Lasi_emar
5940	Lasi_emar
5948	Lasi_emar
5949	Lasi_emar
5981	Lasi_emar
6121	Lasi_emar
6132	Lasi_emar
6152	Lasi_emar
6172	Lasi_emar
6260	Lasi_emar
6332	Lasi_emar
6339	Lasi_emar
6430	Lasi_emar
6446	Lasi_emar
6523	Lasi_emar
6590	Lasi_emar
6792	Lasi_emar
6894	Lasi_emar
6924	Lasi_emar
7071	Lasi_emar
7123	Lasi_emar
7144	Lasi_emar
7162	Lasi_emar
7249	Lasi_emar
7250	Lasi_emar
7251	Lasi_emar
7306	Lasi_emar
7386	Lasi_emar
7390	Lasi_emar
7391	Lasi_emar
7433	Lasi_emar
7451	Lasi_emar
7532	Lasi_emar
7533	Lasi_emar
7591	Lasi_emar
7594	Lasi_emar
7688	Lasi_emar
7695	Lasi_emar
7738	Lasi_emar
7764	Lasi_emar
7791	Lasi_emar
7808	Lasi_emar
7845	Lasi_emar
7897	Lasi_emar
8022	Lasi_emar
8073	Lasi_emar
8096	Lasi_emar
8136	Lasi_emar
8137	Lasi_emar
8320	Lasi_emar
8330	Lasi_emar
8348	Lasi_emar
8366	Lasi_emar
8484	Lasi_emar
8494	Lasi_emar
8516	Lasi_emar
8650	Lasi_emar
8864	Lasi_emar
9047	Lasi_emar
9080	Lasi_emar
9105	Lasi_emar
9136	Lasi_emar
9210	Lasi_emar
9225	Lasi_emar
9249	Lasi_emar
9250	Lasi_emar
9275	Lasi_emar
9300	Lasi_emar
9347	Lasi_emar
9364	Lasi_emar
9380	Lasi_emar
9405	Lasi_emar
9491	Lasi_emar
9536	Lasi_emar
9580	Lasi_emar
9591	Lasi_emar
9637	Lasi_emar
9662	Lasi_emar
9699	Lasi_emar
9746	Lasi_emar
9758	Lasi_emar
9767	Lasi_emar
9777	Lasi_emar
9819	Lasi_emar
9837	Lasi_emar
9892	Lasi_emar
9951	Lasi_emar
10007	Lasi_emar
10030	Lasi_emar
10048	Lasi_emar
10054	Lasi_emar
10080	Lasi_emar
10091	Lasi_emar
10098	Lasi_emar
10105	Lasi_emar
10131	Lasi_emar
10151	Lasi_emar
10161	Lasi_emar
10162	Lasi_emar
10168	Lasi_emar
10211	Lasi_emar
10308	Lasi_emar
10354	Lasi_emar
10405	Lasi_emar
10435	Lasi_emar
10437	Lasi_emar
10438	Lasi_emar
10449	Lasi_emar
10450	Lasi_emar
10480	Lasi_emar
10509	Lasi_emar
10512	Lasi_emar
10518	Lasi_emar
10527	Lasi_emar
10565	Lasi_emar
10617	Lasi_emar
10623	Lasi_emar
10634	Lasi_emar
10662	Lasi_emar
10700	Lasi_emar
10732	Lasi_emar
10816	Lasi_emar
10870	Lasi_emar
10879	Lasi_emar
10882	Lasi_emar
10888	Lasi_emar
10897	Lasi_emar
10912	Lasi_emar
10917	Lasi_emar
10933	Lasi_emar
10935	Lasi_emar
11006	Lasi_emar
11016	Lasi_emar
11077	Lasi_emar
11301	Lasi_emar
11330	Lasi_emar
11412	Lasi_emar
11426	Lasi_emar
11428	Lasi_emar
11444	Lasi_emar
11479	Lasi_emar
11811	Lasi_emar
11922	Lasi_emar
11931	Lasi_emar
12023	Lasi_emar
12036	Lasi_emar
12041	Lasi_emar
12045	Lasi_emar
12055	Lasi_emar
12118	Lasi_emar
12122	Lasi_emar
12138	Lasi_emar
12145	Lasi_emar
12170	Lasi_emar
12233	Lasi_emar
12254	Lasi_emar
12259	Lasi_emar
12268	Lasi_emar
12315	Lasi_emar
12316	Lasi_emar
12321	Lasi_emar
12346	Lasi_emar
12388	Lasi_emar
12396	Lasi_emar
12417	Lasi_emar
12466	Lasi_emar
12475	Lasi_emar
12502	Lasi_emar
12534	Lasi_emar
12538	Lasi_emar
12560	Lasi_emar
12564	Lasi_emar
12578	Lasi_emar
12590	Lasi_emar
12633	Lasi_emar
12638	Lasi_emar
12657	Lasi_emar
12662	Lasi_emar
12682	Lasi_emar
12687	Lasi_emar
12695	Lasi_emar
12708	Lasi_emar
12715	Lasi_emar
12716	Lasi_emar
12757	Lasi_emar
12763	Lasi_emar
12777	Lasi_emar
12784	Lasi_emar
12809	Lasi_emar
12815	Lasi_emar
12829	Lasi_emar
12835	Lasi_emar
12846	Lasi_emar
12856	Lasi_emar
12871	Lasi_emar
12873	Lasi_emar
12888	Lasi_emar
12924	Lasi_emar
12953	Lasi_emar
12968	Lasi_emar
12971	Lasi_emar
13015	Lasi_emar
13055	Lasi_emar
13062	Lasi_emar
13078	Lasi_emar
13082	Lasi_emar
13110	Lasi_emar
13115	Lasi_emar
13140	Lasi_emar
13164	Lasi_emar
13220	Lasi_emar
13230	Lasi_emar
13317	Lasi_emar
13338	Lasi_emar
13644	Lasi_emar
13668	Lasi_emar
13721	Lasi_emar
13810	Lasi_emar
13894	Lasi_emar
13924	Lasi_emar
13948	Lasi_emar
14064	Lasi_emar
14136	Lasi_emar
14198	Lasi_emar
14382	Lasi_emar
14397	Lasi_emar
14567	Lasi_emar
14792	Lasi_emar
14834	Lasi_emar
14921	Lasi_emar
15001	Lasi_emar
15002	Lasi_emar
15019	Lasi_emar
15037	Lasi_emar
15052	Lasi_emar
15238	Lasi_emar
15323	Lasi_emar
15583	Lasi_emar
15897	Lasi_emar
16231	Lasi_emar
16509	Lasi_emar
16566	Lasi_emar
16575	Lasi_emar
16759	Lasi_emar
16818	Lasi_emar
16837	Lasi_emar
16875	Lasi_emar
16949	Lasi_emar
17150	Lasi_emar
17396	Lasi_emar
17480	Lasi_emar
17516	Lasi_emar
17860	Lasi_emar
18087	Lasi_emar
18128	Lasi_emar
18146	Lasi_emar
18150	Lasi_emar
18152	Lasi_emar
18263	Lasi_emar
18297	Lasi_emar
18377	Lasi_emar
18396	Lasi_emar
18463	Lasi_emar
18494	Lasi_emar
18590	Lasi_emar
18604	Lasi_emar
18780	Lasi_emar
18786	Lasi_emar
18861	Lasi_emar
18882	Lasi_emar
18971	Lasi_emar
18973	Lasi_emar
18984	Lasi_emar
19594	Lasi_emar
19789	Lasi_emar
20215	Lasi_emar
9990488	Lasi_emar
9991707	Lasi_emar
10753B	Lasi_emar
12563B	Lasi_emar
12614B	Lasi_emar
12668B	Lasi_emar
13585B	Lasi_emar
15553C	Lasi_emar
16132C	Lasi_emar
16231C	Lasi_emar
16510B	Lasi_emar
16696B	Lasi_emar
16874B	Lasi_emar
18089B	Lasi_emar
18105B	Lasi_emar
18570D	Lasi_emar
18641B	Lasi_emar
18863B	Lasi_emar
18958B	Lasi_emar
3572B	Lasi_emar
3820B	Lasi_emar
4091C	Lasi_emar
4124A	Lasi_emar
4201C	Lasi_emar
4301A	Lasi_emar
4327A	Lasi_emar
4430A	Lasi_emar
4485D	Lasi_emar
4683B	Lasi_emar
6143B	Lasi_emar
6342B	Lasi_emar
8384B	Lasi_emar
9797D	Lasi_emar
17165	Lasi_emar/brun
17289	Lasi_emar/brun
47	Lasi_flav
276	Lasi_flav
472	Lasi_flav
510	Lasi_flav
644	Lasi_flav
843	Lasi_flav
953	Lasi_flav
972	Lasi_flav
1011	Lasi_flav
1021	Lasi_flav
1105	Lasi_flav
1149	Lasi_flav
1366	Lasi_flav
1419	Lasi_flav
1685	Lasi_flav
1747	Lasi_flav
1752	Lasi_flav
1791	Lasi_flav
1812	Lasi_flav
1838	Lasi_flav
1910	Lasi_flav
1932	Lasi_flav
1947	Lasi_flav
1964	Lasi_flav
2021	Lasi_flav
2034	Lasi_flav
2105	Lasi_flav
2143	Lasi_flav
2146	Lasi_flav
2492	Lasi_flav
2497	Lasi_flav
2598	Lasi_flav
2684	Lasi_flav
2790	Lasi_flav
2817	Lasi_flav
2927	Lasi_flav
3162	Lasi_flav
3243	Lasi_flav
3458	Lasi_flav
3548	Lasi_flav
3595	Lasi_flav
4529	Lasi_flav
4641	Lasi_flav
4679	Lasi_flav
4727	Lasi_flav
4791	Lasi_flav
4818	Lasi_flav
4901	Lasi_flav
4926	Lasi_flav
4947	Lasi_flav
5046	Lasi_flav
5124	Lasi_flav
5320	Lasi_flav
5435	Lasi_flav
5458	Lasi_flav
5509	Lasi_flav
5538	Lasi_flav
5541	Lasi_flav
5545	Lasi_flav
5596	Lasi_flav
5658	Lasi_flav
5690	Lasi_flav
5692	Lasi_flav
5697	Lasi_flav
5701	Lasi_flav
5705	Lasi_flav
5706	Lasi_flav
5733	Lasi_flav
5734	Lasi_flav
5755	Lasi_flav
5760	Lasi_flav
5775	Lasi_flav
5776	Lasi_flav
5789	Lasi_flav
5796	Lasi_flav
5840	Lasi_flav
5934	Lasi_flav
6013	Lasi_flav
6045	Lasi_flav
6062	Lasi_flav
6104	Lasi_flav
6285	Lasi_flav
6396	Lasi_flav
6399	Lasi_flav
6447	Lasi_flav
6558	Lasi_flav
6562	Lasi_flav
6629	Lasi_flav
6850	Lasi_flav
6933	Lasi_flav
7000	Lasi_flav
7109	Lasi_flav
7110	Lasi_flav
7117	Lasi_flav
7275	Lasi_flav
7312	Lasi_flav
7350	Lasi_flav
7400	Lasi_flav
7414	Lasi_flav
7431	Lasi_flav
7467	Lasi_flav
7608	Lasi_flav
7857	Lasi_flav
7884	Lasi_flav
8191	Lasi_flav
8407	Lasi_flav
8424	Lasi_flav
8558	Lasi_flav
8601	Lasi_flav
8615	Lasi_flav
8652	Lasi_flav
8674	Lasi_flav
8678	Lasi_flav
8889	Lasi_flav
8931	Lasi_flav
8976	Lasi_flav
9009	Lasi_flav
9020	Lasi_flav
9074	Lasi_flav
9236	Lasi_flav
9346	Lasi_flav
9416	Lasi_flav
9446	Lasi_flav
9457	Lasi_flav
9461	Lasi_flav
9569	Lasi_flav
9598	Lasi_flav
9692	Lasi_flav
9727	Lasi_flav
9751	Lasi_flav
9845	Lasi_flav
9860	Lasi_flav
9996	Lasi_flav
10005	Lasi_flav
10024	Lasi_flav
10025	Lasi_flav
10055	Lasi_flav
10125	Lasi_flav
10508	Lasi_flav
10553	Lasi_flav
10668	Lasi_flav
10787	Lasi_flav
10930	Lasi_flav
10947	Lasi_flav
10949	Lasi_flav
10965	Lasi_flav
11093	Lasi_flav
11105	Lasi_flav
11140	Lasi_flav
11150	Lasi_flav
11153	Lasi_flav
11159	Lasi_flav
11182	Lasi_flav
11251	Lasi_flav
11257	Lasi_flav
11376	Lasi_flav
11476	Lasi_flav
11609	Lasi_flav
11781	Lasi_flav
11885	Lasi_flav
12005	Lasi_flav
12125	Lasi_flav
12168	Lasi_flav
12239	Lasi_flav
12258	Lasi_flav
12261	Lasi_flav
12263	Lasi_flav
12269	Lasi_flav
12285	Lasi_flav
12286	Lasi_flav
12341	Lasi_flav
12349	Lasi_flav
12355	Lasi_flav
12380	Lasi_flav
12438	Lasi_flav
12514	Lasi_flav
12521	Lasi_flav
12522	Lasi_flav
12524	Lasi_flav
12549	Lasi_flav
12713	Lasi_flav
12764	Lasi_flav
12780	Lasi_flav
12818	Lasi_flav
12823	Lasi_flav
12890	Lasi_flav
12896	Lasi_flav
12898	Lasi_flav
12946	Lasi_flav
12979	Lasi_flav
13058	Lasi_flav
13081	Lasi_flav
13181	Lasi_flav
13197	Lasi_flav
13205	Lasi_flav
13222	Lasi_flav
13281	Lasi_flav
13302	Lasi_flav
13375	Lasi_flav
13409	Lasi_flav
13536	Lasi_flav
13561	Lasi_flav
13564	Lasi_flav
13659	Lasi_flav
13712	Lasi_flav
13753	Lasi_flav
13773	Lasi_flav
13961	Lasi_flav
14322	Lasi_flav
14327	Lasi_flav
14336	Lasi_flav
14485	Lasi_flav
14516	Lasi_flav
14552	Lasi_flav
14599	Lasi_flav
14631	Lasi_flav
14685	Lasi_flav
14768	Lasi_flav
14951	Lasi_flav
15057	Lasi_flav
15101	Lasi_flav
15297	Lasi_flav
15391	Lasi_flav
15412	Lasi_flav
15480	Lasi_flav
15520	Lasi_flav
15799	Lasi_flav
15809	Lasi_flav
15817	Lasi_flav
15899	Lasi_flav
15928	Lasi_flav
15994	Lasi_flav
16107	Lasi_flav
16165	Lasi_flav
16185	Lasi_flav
16198	Lasi_flav
16296	Lasi_flav
16356	Lasi_flav
16358	Lasi_flav
16408	Lasi_flav
16418	Lasi_flav
16933	Lasi_flav
17016	Lasi_flav
17050	Lasi_flav
17060	Lasi_flav
17191	Lasi_flav
17275	Lasi_flav
17293	Lasi_flav
17307	Lasi_flav
17362	Lasi_flav
17412	Lasi_flav
17444	Lasi_flav
17454	Lasi_flav
17478	Lasi_flav
17488	Lasi_flav
17509	Lasi_flav
17568	Lasi_flav
17593	Lasi_flav
17733	Lasi_flav
17788	Lasi_flav
17837	Lasi_flav
17847	Lasi_flav
17883	Lasi_flav
17986	Lasi_flav
18023	Lasi_flav
18043	Lasi_flav
18055	Lasi_flav
18086	Lasi_flav
18303	Lasi_flav
18310	Lasi_flav
18311	Lasi_flav
18323	Lasi_flav
18410	Lasi_flav
18447	Lasi_flav
18485	Lasi_flav
18537	Lasi_flav
18545	Lasi_flav
18603	Lasi_flav
18651	Lasi_flav
18848	Lasi_flav
18870	Lasi_flav
18875	Lasi_flav
18925	Lasi_flav
18926	Lasi_flav
18992	Lasi_flav
19606	Lasi_flav
19762	Lasi_flav
19778	Lasi_flav
19859	Lasi_flav
19928	Lasi_flav
19961	Lasi_flav
20221	Lasi_flav
20467	Lasi_flav
20675	Lasi_flav
20932	Lasi_flav
9990045	Lasi_flav
9990054	Lasi_flav
9990086	Lasi_flav
9990088	Lasi_flav
9990099	Lasi_flav
9990101	Lasi_flav
9990131	Lasi_flav
9990136	Lasi_flav
9990153	Lasi_flav
9990159	Lasi_flav
9990164	Lasi_flav
9990177	Lasi_flav
9990180	Lasi_flav
9990189	Lasi_flav
9990197	Lasi_flav
9990199	Lasi_flav
9990240	Lasi_flav
9990255	Lasi_flav
9990270	Lasi_flav
9990275	Lasi_flav
9990300	Lasi_flav
9990315	Lasi_flav
9990324	Lasi_flav
9990332	Lasi_flav
9990368	Lasi_flav
9990376	Lasi_flav
9990417	Lasi_flav
9990425	Lasi_flav
9990430	Lasi_flav
9990490	Lasi_flav
9990496	Lasi_flav
9990510	Lasi_flav
9990513	Lasi_flav
9990531	Lasi_flav
9990558	Lasi_flav
9990559	Lasi_flav
9990581	Lasi_flav
9990585	Lasi_flav
9990587	Lasi_flav
9990592	Lasi_flav
9990594	Lasi_flav
9990597	Lasi_flav
9990612	Lasi_flav
9990672	Lasi_flav
9990679	Lasi_flav
9990682	Lasi_flav
9990696	Lasi_flav
9990700	Lasi_flav
9990710	Lasi_flav
9990721	Lasi_flav
9990722	Lasi_flav
9990743	Lasi_flav
9990750	Lasi_flav
9990755	Lasi_flav
9990771	Lasi_flav
9990781	Lasi_flav
9990789	Lasi_flav
9990803	Lasi_flav
9990807	Lasi_flav
9990815	Lasi_flav
9990864	Lasi_flav
9990865	Lasi_flav
9990867	Lasi_flav
9990871	Lasi_flav
9990873	Lasi_flav
9990877	Lasi_flav
9990879	Lasi_flav
9990888	Lasi_flav
9990897	Lasi_flav
9990917	Lasi_flav
9990924	Lasi_flav
9990926	Lasi_flav
9990927	Lasi_flav
9990930	Lasi_flav
9990931	Lasi_flav
9990936	Lasi_flav
9990946	Lasi_flav
9990971	Lasi_flav
9990982	Lasi_flav
9990987	Lasi_flav
9990990	Lasi_flav
9990992	Lasi_flav
9991006	Lasi_flav
9991007	Lasi_flav
9991060	Lasi_flav
9991075	Lasi_flav
9991107	Lasi_flav
9991119	Lasi_flav
9991120	Lasi_flav
9991129	Lasi_flav
9991156	Lasi_flav
9991161	Lasi_flav
9991172	Lasi_flav
9991177	Lasi_flav
9991179	Lasi_flav
9991253	Lasi_flav
9991262	Lasi_flav
9991278	Lasi_flav
9991281	Lasi_flav
9991282	Lasi_flav
9991283	Lasi_flav
9991321	Lasi_flav
9991324	Lasi_flav
9991357	Lasi_flav
9991361	Lasi_flav
9991369	Lasi_flav
9991373	Lasi_flav
9991388	Lasi_flav
9991448	Lasi_flav
9991452	Lasi_flav
9991458	Lasi_flav
9991465	Lasi_flav
9991467	Lasi_flav
9991469	Lasi_flav
9991484	Lasi_flav
9991487	Lasi_flav
9991504	Lasi_flav
9991523	Lasi_flav
9991533	Lasi_flav
9991558	Lasi_flav
9991563	Lasi_flav
9991566	Lasi_flav
9991578	Lasi_flav
9991635	Lasi_flav
9991636	Lasi_flav
9991639	Lasi_flav
9991652	Lasi_flav
9991668	Lasi_flav
9991677	Lasi_flav
9991683	Lasi_flav
9991686	Lasi_flav
9991705	Lasi_flav
9991741	Lasi_flav
9991763	Lasi_flav
9991767	Lasi_flav
9991829	Lasi_flav
9991837	Lasi_flav
9991838	Lasi_flav
9991841	Lasi_flav
9991843	Lasi_flav
9991900	Lasi_flav
9991929	Lasi_flav
9991937	Lasi_flav
9991938	Lasi_flav
9991951	Lasi_flav
9991966	Lasi_flav
9992112	Lasi_flav
